image_patch,mask_patch,label,fold,ela,root_dir
100t/Poisson_0.jpg,100t/Poisson_0_gt.jpg,1,-1,100t/Poisson_0_ela.jpg,COVERAGE/coverage_extend
100t/Area_1.jpg,100t/Area_1_gt.jpg,1,-1,100t/Area_1_ela.jpg,COVERAGE/coverage_extend
100t/AutoContrast_2.jpg,100t/AutoContrast_2_gt.jpg,1,-1,100t/AutoContrast_2_ela.jpg,COVERAGE/coverage_extend
100t/Poisson_3.jpg,100t/Poisson_3_gt.jpg,1,-1,100t/Poisson_3_ela.jpg,COVERAGE/coverage_extend
100t/Linear_4.jpg,100t/Linear_4_gt.jpg,1,-1,100t/Linear_4_ela.jpg,COVERAGE/coverage_extend
100t/JPEG_5.jpg,100t/JPEG_5_gt.jpg,1,-1,100t/JPEG_5_ela.jpg,COVERAGE/coverage_extend
100t/Gaussian_6.jpg,100t/Gaussian_6_gt.jpg,1,-1,100t/Gaussian_6_ela.jpg,COVERAGE/coverage_extend
100t/JPEG_7.jpg,100t/JPEG_7_gt.jpg,1,-1,100t/JPEG_7_ela.jpg,COVERAGE/coverage_extend
100t/JPEG_8.jpg,100t/JPEG_8_gt.jpg,1,-1,100t/JPEG_8_ela.jpg,COVERAGE/coverage_extend
100t/JPEG_9.jpg,100t/JPEG_9_gt.jpg,1,-1,100t/JPEG_9_ela.jpg,COVERAGE/coverage_extend
100t/Median_10.jpg,100t/Median_10_gt.jpg,1,-1,100t/Median_10_ela.jpg,COVERAGE/coverage_extend
100t/JPEG_11.jpg,100t/JPEG_11_gt.jpg,1,-1,100t/JPEG_11_ela.jpg,COVERAGE/coverage_extend
100t/JPEG_12.jpg,100t/JPEG_12_gt.jpg,1,-1,100t/JPEG_12_ela.jpg,COVERAGE/coverage_extend
100t/Gaussian_13.jpg,100t/Gaussian_13_gt.jpg,1,-1,100t/Gaussian_13_ela.jpg,COVERAGE/coverage_extend
100t/JPEG_14.jpg,100t/JPEG_14_gt.jpg,1,-1,100t/JPEG_14_ela.jpg,COVERAGE/coverage_extend
100t/JPEG_15.jpg,100t/JPEG_15_gt.jpg,1,-1,100t/JPEG_15_ela.jpg,COVERAGE/coverage_extend
100t/Area_16.jpg,100t/Area_16_gt.jpg,1,-1,100t/Area_16_ela.jpg,COVERAGE/coverage_extend
100t/Gaussian_17.jpg,100t/Gaussian_17_gt.jpg,1,-1,100t/Gaussian_17_ela.jpg,COVERAGE/coverage_extend
100t/Erode_18.jpg,100t/Erode_18_gt.jpg,1,-1,100t/Erode_18_ela.jpg,COVERAGE/coverage_extend
100t/WEPB_19.jpg,100t/WEPB_19_gt.jpg,1,-1,100t/WEPB_19_ela.jpg,COVERAGE/coverage_extend
100t/Gaussian_20.jpg,100t/Gaussian_20_gt.jpg,1,-1,100t/Gaussian_20_ela.jpg,COVERAGE/coverage_extend
100t/Nearest_21.jpg,100t/Nearest_21_gt.jpg,1,-1,100t/Nearest_21_ela.jpg,COVERAGE/coverage_extend
100t/Median_22.jpg,100t/Median_22_gt.jpg,1,-1,100t/Median_22_ela.jpg,COVERAGE/coverage_extend
100t/Area_23.jpg,100t/Area_23_gt.jpg,1,-1,100t/Area_23_ela.jpg,COVERAGE/coverage_extend
100t/JPEG_24.jpg,100t/JPEG_24_gt.jpg,1,-1,100t/JPEG_24_ela.jpg,COVERAGE/coverage_extend
100t/Nearest_25.jpg,100t/Nearest_25_gt.jpg,1,-1,100t/Nearest_25_ela.jpg,COVERAGE/coverage_extend
100t/Area_26.jpg,100t/Area_26_gt.jpg,1,-1,100t/Area_26_ela.jpg,COVERAGE/coverage_extend
100t/Linear_27.jpg,100t/Linear_27_gt.jpg,1,-1,100t/Linear_27_ela.jpg,COVERAGE/coverage_extend
100t/Lanczos4_28.jpg,100t/Lanczos4_28_gt.jpg,1,-1,100t/Lanczos4_28_ela.jpg,COVERAGE/coverage_extend
100t/AutoContrast_29.jpg,100t/AutoContrast_29_gt.jpg,1,-1,100t/AutoContrast_29_ela.jpg,COVERAGE/coverage_extend
100t/Gaussian_30.jpg,100t/Gaussian_30_gt.jpg,1,-1,100t/Gaussian_30_ela.jpg,COVERAGE/coverage_extend
100t/JPEG_31.jpg,100t/JPEG_31_gt.jpg,1,-1,100t/JPEG_31_ela.jpg,COVERAGE/coverage_extend
100t/Erode_32.jpg,100t/Erode_32_gt.jpg,1,-1,100t/Erode_32_ela.jpg,COVERAGE/coverage_extend
100t/Poisson_33.jpg,100t/Poisson_33_gt.jpg,1,-1,100t/Poisson_33_ela.jpg,COVERAGE/coverage_extend
100t/Gaussian_34.jpg,100t/Gaussian_34_gt.jpg,1,-1,100t/Gaussian_34_ela.jpg,COVERAGE/coverage_extend
10t/Lanczos4_0.jpg,10t/Lanczos4_0_gt.jpg,1,-1,10t/Lanczos4_0_ela.jpg,COVERAGE/coverage_extend
10t/Erode_1.jpg,10t/Erode_1_gt.jpg,1,-1,10t/Erode_1_ela.jpg,COVERAGE/coverage_extend
10t/JPEG_2.jpg,10t/JPEG_2_gt.jpg,1,-1,10t/JPEG_2_ela.jpg,COVERAGE/coverage_extend
10t/JPEG_3.jpg,10t/JPEG_3_gt.jpg,1,-1,10t/JPEG_3_ela.jpg,COVERAGE/coverage_extend
10t/Median_4.jpg,10t/Median_4_gt.jpg,1,-1,10t/Median_4_ela.jpg,COVERAGE/coverage_extend
10t/Dilate_5.jpg,10t/Dilate_5_gt.jpg,1,-1,10t/Dilate_5_ela.jpg,COVERAGE/coverage_extend
10t/Poisson_6.jpg,10t/Poisson_6_gt.jpg,1,-1,10t/Poisson_6_ela.jpg,COVERAGE/coverage_extend
10t/Box_7.jpg,10t/Box_7_gt.jpg,1,-1,10t/Box_7_ela.jpg,COVERAGE/coverage_extend
10t/Gaussian_8.jpg,10t/Gaussian_8_gt.jpg,1,-1,10t/Gaussian_8_ela.jpg,COVERAGE/coverage_extend
10t/Box_9.jpg,10t/Box_9_gt.jpg,1,-1,10t/Box_9_ela.jpg,COVERAGE/coverage_extend
10t/Nearest_10.jpg,10t/Nearest_10_gt.jpg,1,-1,10t/Nearest_10_ela.jpg,COVERAGE/coverage_extend
10t/Gaussian_11.jpg,10t/Gaussian_11_gt.jpg,1,-1,10t/Gaussian_11_ela.jpg,COVERAGE/coverage_extend
10t/Linear_12.jpg,10t/Linear_12_gt.jpg,1,-1,10t/Linear_12_ela.jpg,COVERAGE/coverage_extend
10t/JPEG_13.jpg,10t/JPEG_13_gt.jpg,1,-1,10t/JPEG_13_ela.jpg,COVERAGE/coverage_extend
10t/WEPB_14.jpg,10t/WEPB_14_gt.jpg,1,-1,10t/WEPB_14_ela.jpg,COVERAGE/coverage_extend
10t/Area_15.jpg,10t/Area_15_gt.jpg,1,-1,10t/Area_15_ela.jpg,COVERAGE/coverage_extend
10t/Dilate_16.jpg,10t/Dilate_16_gt.jpg,1,-1,10t/Dilate_16_ela.jpg,COVERAGE/coverage_extend
