image_patch,mask_patch,label,fold,ela,root_dir
original_NC2016_3206/AutoContrast_2.jpg,,0,0,original_NC2016_3206/AutoContrast_2_ela.jpg,NIST16/nist_extend
original_NC2016_5221/AutoContrast_4.jpg,,0,0,original_NC2016_5221/AutoContrast_4_ela.jpg,NIST16/nist_extend
original_NC2016_2136/Box_4.jpg,,0,0,original_NC2016_2136/Box_4_ela.jpg,NIST16/nist_extend
original_NC2016_9401/WEPB_3.jpg,,0,0,original_NC2016_9401/WEPB_3_ela.jpg,NIST16/nist_extend
original_NC2016_1993/Box_5.jpg,,0,0,original_NC2016_1993/Box_5_ela.jpg,NIST16/nist_extend
original_NC2016_3107/Median_2.jpg,,0,0,original_NC2016_3107/Median_2_ela.jpg,NIST16/nist_extend
original_NC2016_3272/Impulse_0.jpg,,0,0,original_NC2016_3272/Impulse_0_ela.jpg,NIST16/nist_extend
original_NC2016_3840/WEPB_1.jpg,,0,0,original_NC2016_3840/WEPB_1_ela.jpg,NIST16/nist_extend
original_NC2016_2019/AutoContrast_1.jpg,,0,0,original_NC2016_2019/AutoContrast_1_ela.jpg,NIST16/nist_extend
original_NC2016_4165/JPEG_1.jpg,,0,0,original_NC2016_4165/JPEG_1_ela.jpg,NIST16/nist_extend
original_NC2016_3920/Impulse_5.jpg,,0,0,original_NC2016_3920/Impulse_5_ela.jpg,NIST16/nist_extend
original_NC2016_8440/Median_0.jpg,,0,0,original_NC2016_8440/Median_0_ela.jpg,NIST16/nist_extend
original_NC2016_7976/Nearest_1.jpg,,0,0,original_NC2016_7976/Nearest_1_ela.jpg,NIST16/nist_extend
original_NC2016_8785/Linear_1.jpg,,0,0,original_NC2016_8785/Linear_1_ela.jpg,NIST16/nist_extend
original_NC2016_5339/Gaussian_3.jpg,,0,0,original_NC2016_5339/Gaussian_3_ela.jpg,NIST16/nist_extend
original_NC2016_8763/Cubic_3.jpg,,0,0,original_NC2016_8763/Cubic_3_ela.jpg,NIST16/nist_extend
original_NC2016_2093/Linear_4.jpg,,0,0,original_NC2016_2093/Linear_4_ela.jpg,NIST16/nist_extend
original_NC2016_1898/JPEG_4.jpg,,0,0,original_NC2016_1898/JPEG_4_ela.jpg,NIST16/nist_extend
original_NC2016_7326/Gaussian_1.jpg,,0,0,original_NC2016_7326/Gaussian_1_ela.jpg,NIST16/nist_extend
original_NC2016_0802/Gaussian_3.jpg,,0,0,original_NC2016_0802/Gaussian_3_ela.jpg,NIST16/nist_extend
original_NC2016_8452/AutoContrast_5.jpg,,0,0,original_NC2016_8452/AutoContrast_5_ela.jpg,NIST16/nist_extend
original_NC2016_8902/Gaussian_5.jpg,,0,0,original_NC2016_8902/Gaussian_5_ela.jpg,NIST16/nist_extend
original_NC2016_6575/JPEG_3.jpg,,0,0,original_NC2016_6575/JPEG_3_ela.jpg,NIST16/nist_extend
original_NC2016_3088/Box_2.jpg,,0,0,original_NC2016_3088/Box_2_ela.jpg,NIST16/nist_extend
original_NC2016_4729/AutoContrast_2.jpg,,0,0,original_NC2016_4729/AutoContrast_2_ela.jpg,NIST16/nist_extend
original_NC2016_1121/JPEG_0.jpg,,0,0,original_NC2016_1121/JPEG_0_ela.jpg,NIST16/nist_extend
original_NC2016_9201/JPEG_4.jpg,,0,0,original_NC2016_9201/JPEG_4_ela.jpg,NIST16/nist_extend
original_NC2016_6836/JPEG_0.jpg,,0,0,original_NC2016_6836/JPEG_0_ela.jpg,NIST16/nist_extend
original_NC2016_3069/Area_2.jpg,,0,0,original_NC2016_3069/Area_2_ela.jpg,NIST16/nist_extend
original_NC2016_9194/JPEG_0.jpg,,0,0,original_NC2016_9194/JPEG_0_ela.jpg,NIST16/nist_extend
original_NC2016_9559/JPEG_1.jpg,,0,0,original_NC2016_9559/JPEG_1_ela.jpg,NIST16/nist_extend
original_NC2016_0662/Linear_3.jpg,,0,0,original_NC2016_0662/Linear_3_ela.jpg,NIST16/nist_extend
original_NC2016_2586/WEPB_3.jpg,,0,0,original_NC2016_2586/WEPB_3_ela.jpg,NIST16/nist_extend
original_NC2016_1646/Erode_2.jpg,,0,0,original_NC2016_1646/Erode_2_ela.jpg,NIST16/nist_extend
original_NC2016_3530/Lanczos4_4.jpg,,0,0,original_NC2016_3530/Lanczos4_4_ela.jpg,NIST16/nist_extend
original_NC2016_4772/Box_2.jpg,,0,0,original_NC2016_4772/Box_2_ela.jpg,NIST16/nist_extend
original_NC2016_4803/JPEG_5.jpg,,0,0,original_NC2016_4803/JPEG_5_ela.jpg,NIST16/nist_extend
original_NC2016_4295/Median_2.jpg,,0,0,original_NC2016_4295/Median_2_ela.jpg,NIST16/nist_extend
original_NC2016_6200/Nearest_1.jpg,,0,0,original_NC2016_6200/Nearest_1_ela.jpg,NIST16/nist_extend
original_NC2016_6593/Nearest_1.jpg,,0,0,original_NC2016_6593/Nearest_1_ela.jpg,NIST16/nist_extend
original_NC2016_0384/JPEG_4.jpg,,0,0,original_NC2016_0384/JPEG_4_ela.jpg,NIST16/nist_extend
original_NC2016_3610/AutoContrast_5.jpg,,0,0,original_NC2016_3610/AutoContrast_5_ela.jpg,NIST16/nist_extend
original_NC2016_1947/JPEG_3.jpg,,0,0,original_NC2016_1947/JPEG_3_ela.jpg,NIST16/nist_extend
original_NC2016_1233/WEPB_1.jpg,,0,0,original_NC2016_1233/WEPB_1_ela.jpg,NIST16/nist_extend
original_NC2016_1961/Gaussian_1.jpg,,0,0,original_NC2016_1961/Gaussian_1_ela.jpg,NIST16/nist_extend
original_NC2016_7150/Cubic_5.jpg,,0,0,original_NC2016_7150/Cubic_5_ela.jpg,NIST16/nist_extend
original_NC2016_7568/JPEG_0.jpg,,0,0,original_NC2016_7568/JPEG_0_ela.jpg,NIST16/nist_extend
original_NC2016_4474/JPEG_5.jpg,,0,0,original_NC2016_4474/JPEG_5_ela.jpg,NIST16/nist_extend
original_NC2016_9308/AutoContrast_4.jpg,,0,0,original_NC2016_9308/AutoContrast_4_ela.jpg,NIST16/nist_extend
original_NC2016_1064/JPEG_1.jpg,,0,0,original_NC2016_1064/JPEG_1_ela.jpg,NIST16/nist_extend
original_NC2016_6844/Median_1.jpg,,0,0,original_NC2016_6844/Median_1_ela.jpg,NIST16/nist_extend
original_NC2016_3363/JPEG_4.jpg,,0,0,original_NC2016_3363/JPEG_4_ela.jpg,NIST16/nist_extend
original_NC2016_5720/Gaussian_1.jpg,,0,0,original_NC2016_5720/Gaussian_1_ela.jpg,NIST16/nist_extend
original_NC2016_2472/Cubic_0.jpg,,0,0,original_NC2016_2472/Cubic_0_ela.jpg,NIST16/nist_extend
original_NC2016_6575/Lanczos4_0.jpg,,0,0,original_NC2016_6575/Lanczos4_0_ela.jpg,NIST16/nist_extend
original_NC2016_1686/Erode_3.jpg,,0,0,original_NC2016_1686/Erode_3_ela.jpg,NIST16/nist_extend
original_NC2016_3833/AutoContrast_2.jpg,,0,0,original_NC2016_3833/AutoContrast_2_ela.jpg,NIST16/nist_extend
original_NC2016_1041/Area_2.jpg,,0,0,original_NC2016_1041/Area_2_ela.jpg,NIST16/nist_extend
original_NC2016_9580/JPEG_5.jpg,,0,0,original_NC2016_9580/JPEG_5_ela.jpg,NIST16/nist_extend
original_NC2016_3796/Gaussian_3.jpg,,0,0,original_NC2016_3796/Gaussian_3_ela.jpg,NIST16/nist_extend
original_NC2016_2174/JPEG_4.jpg,,0,0,original_NC2016_2174/JPEG_4_ela.jpg,NIST16/nist_extend
original_NC2016_6611/JPEG_3.jpg,,0,0,original_NC2016_6611/JPEG_3_ela.jpg,NIST16/nist_extend
