image_patch,mask_patch,label,fold,ela,root_dir
img/392_000000166420.tif,probe_mask/392_000000166420.jpg,1,-1,ela/392_000000166420_ela.jpg,DEFACTO/defacto-splicing4
img/10364_000000217471.tif,probe_mask/10364_000000217471.jpg,1,-1,ela/10364_000000217471_ela.jpg,DEFACTO/defacto-splicing4
img/24808_000000298331.tif,probe_mask/24808_000000298331.jpg,1,-1,ela/24808_000000298331_ela.jpg,DEFACTO/defacto-splicing4
img/24014_000000216454.tif,probe_mask/24014_000000216454.jpg,1,-1,ela/24014_000000216454_ela.jpg,DEFACTO/defacto-splicing4
img/10073_000000481607.tif,probe_mask/10073_000000481607.jpg,1,-1,ela/10073_000000481607_ela.jpg,DEFACTO/defacto-splicing4
img/3827_000000363987.tif,probe_mask/3827_000000363987.jpg,1,-1,ela/3827_000000363987_ela.jpg,DEFACTO/defacto-splicing4
img/7582_000000527446.tif,probe_mask/7582_000000527446.jpg,1,-1,ela/7582_000000527446_ela.jpg,DEFACTO/defacto-splicing4
img/12077_000000033476.tif,probe_mask/12077_000000033476.jpg,1,-1,ela/12077_000000033476_ela.jpg,DEFACTO/defacto-splicing4
img/22732_000000281105.tif,probe_mask/22732_000000281105.jpg,1,-1,ela/22732_000000281105_ela.jpg,DEFACTO/defacto-splicing4
img/18942_000000011737.tif,probe_mask/18942_000000011737.jpg,1,-1,ela/18942_000000011737_ela.jpg,DEFACTO/defacto-splicing4
img/4747_000000134926.tif,probe_mask/4747_000000134926.jpg,1,-1,ela/4747_000000134926_ela.jpg,DEFACTO/defacto-splicing4
img/20472_000000357220.tif,probe_mask/20472_000000357220.jpg,1,-1,ela/20472_000000357220_ela.jpg,DEFACTO/defacto-splicing4
img/12248_000000084829.tif,probe_mask/12248_000000084829.jpg,1,-1,ela/12248_000000084829_ela.jpg,DEFACTO/defacto-splicing4
img/16242_000000123968.tif,probe_mask/16242_000000123968.jpg,1,-1,ela/16242_000000123968_ela.jpg,DEFACTO/defacto-splicing4
img/23872_000000503706.tif,probe_mask/23872_000000503706.jpg,1,-1,ela/23872_000000503706_ela.jpg,DEFACTO/defacto-splicing4
img/1123_000000491323.tif,probe_mask/1123_000000491323.jpg,1,-1,ela/1123_000000491323_ela.jpg,DEFACTO/defacto-splicing4
img/17118_000000305195.tif,probe_mask/17118_000000305195.jpg,1,-1,ela/17118_000000305195_ela.jpg,DEFACTO/defacto-splicing4
img/20722_000000533396.tif,probe_mask/20722_000000533396.jpg,1,-1,ela/20722_000000533396_ela.jpg,DEFACTO/defacto-splicing4
img/19310_000000253166.tif,probe_mask/19310_000000253166.jpg,1,-1,ela/19310_000000253166_ela.jpg,DEFACTO/defacto-splicing4
img/20470_000000305175.tif,probe_mask/20470_000000305175.jpg,1,-1,ela/20470_000000305175_ela.jpg,DEFACTO/defacto-splicing4
img/19966_000000400602.tif,probe_mask/19966_000000400602.jpg,1,-1,ela/19966_000000400602_ela.jpg,DEFACTO/defacto-splicing4
img/15940_000000581096.tif,probe_mask/15940_000000581096.jpg,1,-1,ela/15940_000000581096_ela.jpg,DEFACTO/defacto-splicing4
img/16483_000000373177.tif,probe_mask/16483_000000373177.jpg,1,-1,ela/16483_000000373177_ela.jpg,DEFACTO/defacto-splicing4
img/10906_000000073491.tif,probe_mask/10906_000000073491.jpg,1,-1,ela/10906_000000073491_ela.jpg,DEFACTO/defacto-splicing4
img/24724_000000521495.tif,probe_mask/24724_000000521495.jpg,1,-1,ela/24724_000000521495_ela.jpg,DEFACTO/defacto-splicing4
img/24041_000000012757.tif,probe_mask/24041_000000012757.jpg,1,-1,ela/24041_000000012757_ela.jpg,DEFACTO/defacto-splicing4
img/8780_000000098554.tif,probe_mask/8780_000000098554.jpg,1,-1,ela/8780_000000098554_ela.jpg,DEFACTO/defacto-splicing4
img/20822_000000484467.tif,probe_mask/20822_000000484467.jpg,1,-1,ela/20822_000000484467_ela.jpg,DEFACTO/defacto-splicing4
img/34_000000416997.tif,probe_mask/34_000000416997.jpg,1,-1,ela/34_000000416997_ela.jpg,DEFACTO/defacto-splicing4
img/2904_000000126375.tif,probe_mask/2904_000000126375.jpg,1,-1,ela/2904_000000126375_ela.jpg,DEFACTO/defacto-splicing4
img/675_000000193879.tif,probe_mask/675_000000193879.jpg,1,-1,ela/675_000000193879_ela.jpg,DEFACTO/defacto-splicing4
img/7824_000000446846.tif,probe_mask/7824_000000446846.jpg,1,-1,ela/7824_000000446846_ela.jpg,DEFACTO/defacto-splicing4
img/459_000000171997.tif,probe_mask/459_000000171997.jpg,1,-1,ela/459_000000171997_ela.jpg,DEFACTO/defacto-splicing4
img/17190_000000570848.tif,probe_mask/17190_000000570848.jpg,1,-1,ela/17190_000000570848_ela.jpg,DEFACTO/defacto-splicing4
img/24518_000000455585.tif,probe_mask/24518_000000455585.jpg,1,-1,ela/24518_000000455585_ela.jpg,DEFACTO/defacto-splicing4
img/741_000000392981.tif,probe_mask/741_000000392981.jpg,1,-1,ela/741_000000392981_ela.jpg,DEFACTO/defacto-splicing4
