image,image_patch,mask_patch,label,fold,ela,data_root
original_NC2016_0006,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0021,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0021,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0021,2.png,,0,0,2_ela.jpg,NIST16/image_patch_64
original_NC2016_0021,3.png,,0,0,3_ela.jpg,NIST16/image_patch_64
original_NC2016_0021,4.png,,0,0,4_ela.jpg,NIST16/image_patch_64
original_NC2016_0021,5.png,,0,0,5_ela.jpg,NIST16/image_patch_64
original_NC2016_0021,6.png,,0,0,6_ela.jpg,NIST16/image_patch_64
original_NC2016_0036,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0036,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0036,2.png,,0,0,2_ela.jpg,NIST16/image_patch_64
original_NC2016_0036,3.png,,0,0,3_ela.jpg,NIST16/image_patch_64
original_NC2016_0036,4.png,,0,0,4_ela.jpg,NIST16/image_patch_64
original_NC2016_0036,5.png,,0,0,5_ela.jpg,NIST16/image_patch_64
original_NC2016_0044,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0044,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0044,2.png,,0,0,2_ela.jpg,NIST16/image_patch_64
original_NC2016_0044,3.png,,0,0,3_ela.jpg,NIST16/image_patch_64
original_NC2016_0044,4.png,,0,0,4_ela.jpg,NIST16/image_patch_64
original_NC2016_0044,5.png,,0,0,5_ela.jpg,NIST16/image_patch_64
original_NC2016_0044,6.png,,0,0,6_ela.jpg,NIST16/image_patch_64
original_NC2016_0044,7.png,,0,0,7_ela.jpg,NIST16/image_patch_64
original_NC2016_0044,8.png,,0,0,8_ela.jpg,NIST16/image_patch_64
original_NC2016_0045,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0067,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0082,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0082,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0085,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0085,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0085,2.png,,0,0,2_ela.jpg,NIST16/image_patch_64
original_NC2016_0085,3.png,,0,0,3_ela.jpg,NIST16/image_patch_64
original_NC2016_0085,4.png,,0,0,4_ela.jpg,NIST16/image_patch_64
original_NC2016_0085,5.png,,0,0,5_ela.jpg,NIST16/image_patch_64
original_NC2016_0085,6.png,,0,0,6_ela.jpg,NIST16/image_patch_64
original_NC2016_0102,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0102,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0102,2.png,,0,0,2_ela.jpg,NIST16/image_patch_64
original_NC2016_0102,3.png,,0,0,3_ela.jpg,NIST16/image_patch_64
original_NC2016_0102,4.png,,0,0,4_ela.jpg,NIST16/image_patch_64
original_NC2016_0102,5.png,,0,0,5_ela.jpg,NIST16/image_patch_64
original_NC2016_0102,6.png,,0,0,6_ela.jpg,NIST16/image_patch_64
original_NC2016_0102,7.png,,0,0,7_ela.jpg,NIST16/image_patch_64
original_NC2016_0115,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0115,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0115,2.png,,0,0,2_ela.jpg,NIST16/image_patch_64
original_NC2016_0115,3.png,,0,0,3_ela.jpg,NIST16/image_patch_64
original_NC2016_0115,4.png,,0,0,4_ela.jpg,NIST16/image_patch_64
original_NC2016_0115,5.png,,0,0,5_ela.jpg,NIST16/image_patch_64
original_NC2016_0115,6.png,,0,0,6_ela.jpg,NIST16/image_patch_64
original_NC2016_0119,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0119,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0119,2.png,,0,0,2_ela.jpg,NIST16/image_patch_64
original_NC2016_0119,3.png,,0,0,3_ela.jpg,NIST16/image_patch_64
original_NC2016_0119,4.png,,0,0,4_ela.jpg,NIST16/image_patch_64
original_NC2016_0119,5.png,,0,0,5_ela.jpg,NIST16/image_patch_64
original_NC2016_0119,6.png,,0,0,6_ela.jpg,NIST16/image_patch_64
original_NC2016_0129,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0129,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0129,2.png,,0,0,2_ela.jpg,NIST16/image_patch_64
original_NC2016_0138,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0138,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0138,2.png,,0,0,2_ela.jpg,NIST16/image_patch_64
original_NC2016_0138,3.png,,0,0,3_ela.jpg,NIST16/image_patch_64
original_NC2016_0138,4.png,,0,0,4_ela.jpg,NIST16/image_patch_64
original_NC2016_0138,5.png,,0,0,5_ela.jpg,NIST16/image_patch_64
original_NC2016_0145,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0147,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0157,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0159,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0161,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0161,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0161,2.png,,0,0,2_ela.jpg,NIST16/image_patch_64
original_NC2016_0161,3.png,,0,0,3_ela.jpg,NIST16/image_patch_64
original_NC2016_0161,4.png,,0,0,4_ela.jpg,NIST16/image_patch_64
original_NC2016_0175,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0175,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0175,2.png,,0,0,2_ela.jpg,NIST16/image_patch_64
original_NC2016_0175,3.png,,0,0,3_ela.jpg,NIST16/image_patch_64
original_NC2016_0186,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0186,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0226,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0252,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0252,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0259,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0276,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0288,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0288,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0291,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0291,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0298,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0298,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0298,2.png,,0,0,2_ela.jpg,NIST16/image_patch_64
original_NC2016_0298,3.png,,0,0,3_ela.jpg,NIST16/image_patch_64
original_NC2016_0298,4.png,,0,0,4_ela.jpg,NIST16/image_patch_64
original_NC2016_0298,5.png,,0,0,5_ela.jpg,NIST16/image_patch_64
original_NC2016_0298,6.png,,0,0,6_ela.jpg,NIST16/image_patch_64
original_NC2016_0298,7.png,,0,0,7_ela.jpg,NIST16/image_patch_64
original_NC2016_0301,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0301,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0301,2.png,,0,0,2_ela.jpg,NIST16/image_patch_64
original_NC2016_0301,3.png,,0,0,3_ela.jpg,NIST16/image_patch_64
original_NC2016_0301,4.png,,0,0,4_ela.jpg,NIST16/image_patch_64
original_NC2016_0301,5.png,,0,0,5_ela.jpg,NIST16/image_patch_64
original_NC2016_0301,6.png,,0,0,6_ela.jpg,NIST16/image_patch_64
original_NC2016_0301,7.png,,0,0,7_ela.jpg,NIST16/image_patch_64
original_NC2016_0301,8.png,,0,0,8_ela.jpg,NIST16/image_patch_64
original_NC2016_0305,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0305,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0305,2.png,,0,0,2_ela.jpg,NIST16/image_patch_64
original_NC2016_0305,3.png,,0,0,3_ela.jpg,NIST16/image_patch_64
original_NC2016_0311,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0311,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0311,2.png,,0,0,2_ela.jpg,NIST16/image_patch_64
original_NC2016_0311,3.png,,0,0,3_ela.jpg,NIST16/image_patch_64
original_NC2016_0325,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0325,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0325,2.png,,0,0,2_ela.jpg,NIST16/image_patch_64
original_NC2016_0325,3.png,,0,0,3_ela.jpg,NIST16/image_patch_64
original_NC2016_0326,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0337,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0359,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0359,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0359,2.png,,0,0,2_ela.jpg,NIST16/image_patch_64
original_NC2016_0359,3.png,,0,0,3_ela.jpg,NIST16/image_patch_64
original_NC2016_0359,4.png,,0,0,4_ela.jpg,NIST16/image_patch_64
original_NC2016_0359,5.png,,0,0,5_ela.jpg,NIST16/image_patch_64
original_NC2016_0359,6.png,,0,0,6_ela.jpg,NIST16/image_patch_64
original_NC2016_0359,7.png,,0,0,7_ela.jpg,NIST16/image_patch_64
original_NC2016_0359,8.png,,0,0,8_ela.jpg,NIST16/image_patch_64
original_NC2016_0359,9.png,,0,0,9_ela.jpg,NIST16/image_patch_64
original_NC2016_0374,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0374,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0374,2.png,,0,0,2_ela.jpg,NIST16/image_patch_64
original_NC2016_0374,3.png,,0,0,3_ela.jpg,NIST16/image_patch_64
original_NC2016_0374,4.png,,0,0,4_ela.jpg,NIST16/image_patch_64
original_NC2016_0376,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0376,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0384,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0384,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0384,2.png,,0,0,2_ela.jpg,NIST16/image_patch_64
original_NC2016_0384,3.png,,0,0,3_ela.jpg,NIST16/image_patch_64
original_NC2016_0384,4.png,,0,0,4_ela.jpg,NIST16/image_patch_64
original_NC2016_0384,5.png,,0,0,5_ela.jpg,NIST16/image_patch_64
original_NC2016_0388,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0388,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0388,2.png,,0,0,2_ela.jpg,NIST16/image_patch_64
original_NC2016_0388,3.png,,0,0,3_ela.jpg,NIST16/image_patch_64
original_NC2016_0388,4.png,,0,0,4_ela.jpg,NIST16/image_patch_64
original_NC2016_0388,5.png,,0,0,5_ela.jpg,NIST16/image_patch_64
original_NC2016_0388,6.png,,0,0,6_ela.jpg,NIST16/image_patch_64
original_NC2016_0413,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0413,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0433,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0433,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0433,2.png,,0,0,2_ela.jpg,NIST16/image_patch_64
original_NC2016_0433,3.png,,0,0,3_ela.jpg,NIST16/image_patch_64
original_NC2016_0433,4.png,,0,0,4_ela.jpg,NIST16/image_patch_64
original_NC2016_0433,5.png,,0,0,5_ela.jpg,NIST16/image_patch_64
original_NC2016_0433,6.png,,0,0,6_ela.jpg,NIST16/image_patch_64
original_NC2016_0448,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0478,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0478,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0478,2.png,,0,0,2_ela.jpg,NIST16/image_patch_64
original_NC2016_0478,3.png,,0,0,3_ela.jpg,NIST16/image_patch_64
original_NC2016_0496,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0496,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0496,2.png,,0,0,2_ela.jpg,NIST16/image_patch_64
original_NC2016_0503,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0503,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0513,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0513,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0513,2.png,,0,0,2_ela.jpg,NIST16/image_patch_64
original_NC2016_0513,3.png,,0,0,3_ela.jpg,NIST16/image_patch_64
original_NC2016_0513,4.png,,0,0,4_ela.jpg,NIST16/image_patch_64
original_NC2016_0513,5.png,,0,0,5_ela.jpg,NIST16/image_patch_64
original_NC2016_0526,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0526,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0538,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0538,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0538,2.png,,0,0,2_ela.jpg,NIST16/image_patch_64
original_NC2016_0538,3.png,,0,0,3_ela.jpg,NIST16/image_patch_64
original_NC2016_0538,4.png,,0,0,4_ela.jpg,NIST16/image_patch_64
original_NC2016_0538,5.png,,0,0,5_ela.jpg,NIST16/image_patch_64
original_NC2016_0538,6.png,,0,0,6_ela.jpg,NIST16/image_patch_64
original_NC2016_0544,0.png,,0,0,0_ela.jpg,NIST16/image_patch_64
original_NC2016_0544,1.png,,0,0,1_ela.jpg,NIST16/image_patch_64
original_NC2016_0544,2.png,,0,0,2_ela.jpg,NIST16/image_patch_64
original_NC2016_0544,3.png,,0,0,3_ela.jpg,NIST16/image_patch_64
original_NC2016_0544,4.png,,0,0,4_ela.jpg,NIST16/image_patch_64
